id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
swshp-SWSH221,Cyndaquil,Pokémon,Basic,60,Fire,Quilava,,"Charge Energy, Live Coal",Water,Colorless,swshp,SWSH Black Star Promos,Promo,155,https://images.pokemontcg.io/swshp/SWSH221_hires.png,0.32
dp3-47,Cloyster,Pokémon,Stage 1,80,Water,,,"Withdraw, Spine Missile",Lightning,"Colorless, Colorless",dp3,Secret Wonders,Uncommon,91,https://images.pokemontcg.io/dp3/47_hires.png,
sm8-167,Adventure Bag,Trainer,Item,,,,"Search your deck for up to 2 Pokémon Tool cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play as many Item cards as you like during your turn (before your attack).",,,,sm8,Lost Thunder,Uncommon,,https://images.pokemontcg.io/sm8/167_hires.png,
hgss4-9,Solrock,Pokémon,Basic,70,Fighting,,,Sun Flash,Grass,Colorless,hgss4,HS—Triumphant,Rare Holo,338,https://images.pokemontcg.io/hgss4/9_hires.png,1.02
neo1-13,Skarmory,Pokémon,Basic,60,Metal,,,"Claw, Steel Wing",Fire,"Colorless, Colorless",neo1,Neo Genesis,Rare Holo,227,https://images.pokemontcg.io/neo1/13_hires.png,
ecard1-21,Ninetales,Pokémon,Stage 1,80,Fire,,,"Mislead, Ethereal Flame",Water,Colorless,ecard1,Expedition Base Set,Rare Holo,38,https://images.pokemontcg.io/ecard1/21_hires.png,59.99
sv3pt5-181,Dragonair,Pokémon,Stage 1,100,Dragon,Dragonite,,"Beat, Aqua Slash",,"Colorless, Colorless",sv3pt5,151,Illustration Rare,148,https://images.pokemontcg.io/sv3pt5/181_hires.png,15.05
swsh12pt5gg-GG12,Deoxys,Pokémon,"Basic, Fusion Strike, Single Strike, Rapid Strike",120,Psychic,,,Photon Boost,Darkness,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,386,https://images.pokemontcg.io/swsh12pt5gg/GG12_hires.png,1.84
swshp-SWSH102,Venusaur VMAX,Pokémon,VMAX,330,Grass,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.","Forest Storm, G-Max Bloom",Fire,"Colorless, Colorless, Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,3,https://images.pokemontcg.io/swshp/SWSH102_hires.png,12.22
swshp-SWSH220,Rowlet,Pokémon,Basic,60,Grass,Dartrix,,Jump On,Fire,Colorless,swshp,SWSH Black Star Promos,Promo,722,https://images.pokemontcg.io/swshp/SWSH220_hires.png,0.17
sm3-39a,Tapu Fini-GX,Pokémon,"Basic, GX",170,Water,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Aqua Ring, Hydro Shot, Tapu Storm-GX",,Colorless,sm3,Burning Shadows,Rare Holo GX,788,https://images.pokemontcg.io/sm3/39a_hires.png,
sm12-174,Lillipup,Pokémon,Basic,60,Colorless,Herdier,,"Baby-Doll Eyes, Tackle",Fighting,Colorless,sm12,Cosmic Eclipse,Common,506,https://images.pokemontcg.io/sm12/174_hires.png,
neo3-6,Entei,Pokémon,Basic,80,Fire,,,Searing Flames,Water,Colorless,neo3,Neo Revelation,Rare Holo,244,https://images.pokemontcg.io/neo3/6_hires.png,
ex13-18,Absol,Pokémon,Basic,70,Darkness,,,"Foresight, Overrun",Fighting,Colorless,ex13,Holon Phantoms,Rare,359,https://images.pokemontcg.io/ex13/18_hires.png,
dp2-23,Crobat,Pokémon,Stage 2,100,Psychic,,,Strike and Fade,Psychic,,dp2,Mysterious Treasures,Rare,169,https://images.pokemontcg.io/dp2/23_hires.png,
sv3pt5-174,Nidoking,Pokémon,Stage 2,170,Darkness,,,Venomous Impact,Fighting,"Colorless, Colorless, Colorless",sv3pt5,151,Illustration Rare,34,https://images.pokemontcg.io/sv3pt5/174_hires.png,7.29
swsh12pt5gg-GG11,Lunatone,Pokémon,Basic,90,Psychic,,,"Cycle Draw, Moon Kinesis",Darkness,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,337,https://images.pokemontcg.io/swsh12pt5gg/GG11_hires.png,1.23
swshp-SWSH095,Eevee,Pokémon,Basic,60,Colorless,"Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon",,"First Step, Tail Whap",Fighting,Colorless,swshp,SWSH Black Star Promos,Promo,133,https://images.pokemontcg.io/swshp/SWSH095_hires.png,0.51
swshp-SWSH219,Boltund V,Pokémon,"Basic, V",200,Lightning,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Smash Turn, Electrobullet",Fighting,Colorless,swshp,SWSH Black Star Promos,Promo,836,https://images.pokemontcg.io/swshp/SWSH219_hires.png,0.44
sm75-41,Altaria-GX,Pokémon,"Stage 1, GX",200,Dragon,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Bright Tone, Sonic Edge, Euphoria-GX",Fairy,Colorless,sm75,Dragon Majesty,Rare Holo GX,334,https://images.pokemontcg.io/sm75/41_hires.png,1.5
sm9-180,Nita,Trainer,Supporter,,,,"You can play this card only if your opponent's Active Pokémon is a Basic Pokémon., Put an Energy from your opponent's Active Pokémon on top of their deck., You may play only 1 Supporter card during your turn (before your attack).",,,,sm9,Team Up,Rare Ultra,,https://images.pokemontcg.io/sm9/180_hires.png,38.48
gym2-7,Giovanni's Nidoking,Pokémon,Stage 2,120,Grass,,,"Intimidate, Tumbling Attack",Psychic,"Colorless, Colorless, Colorless",gym2,Gym Challenge,Rare Holo,34,https://images.pokemontcg.io/gym2/7_hires.png,
bw8-18,Victini-EX,Pokémon,"Basic, EX",110,Fire,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Turbo Energize, Intensifying Burn",Water,Colorless,bw8,Plasma Storm,Rare Holo EX,494,https://images.pokemontcg.io/bw8/18_hires.png,3.09
sm9-32,Articuno,Pokémon,Basic,110,Water,,,Cold Cyclone,Lightning,"Colorless, Colorless",sm9,Team Up,Rare Holo,144,https://images.pokemontcg.io/sm9/32_hires.png,2.23
sv3pt5-193,Mew ex,Pokémon,"Basic, ex",180,Psychic,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Genome Hacking,Darkness,,sv3pt5,151,Ultra Rare,151,https://images.pokemontcg.io/sv3pt5/193_hires.png,17.49
swsh12pt5gg-GG10,Mew,Pokémon,Basic,60,Psychic,,,Psyshot,Darkness,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,151,https://images.pokemontcg.io/swsh12pt5gg/GG10_hires.png,6.43
swshp-SWSH094,Jolteon,Pokémon,Stage 1,100,Lightning,,,"Energize, Thunder",Fighting,,swshp,SWSH Black Star Promos,Promo,135,https://images.pokemontcg.io/swshp/SWSH094_hires.png,0.93
swshp-SWSH218,Morpeko V-UNION,Pokémon,V-UNION,310,Lightning,,"How to play a Pokémon V-UNION: Once per game during your turn, combine 4 different Morpeko V-UNION from your discard pile and put them onto your Bench., V-UNION rule: When your Pokémon V-UNION is Knocked Out, your opponent takes 3 Prize cards.","Union Gain, All You Can Eat, Burst Wheel, Electric Ball",Fighting,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,877,https://images.pokemontcg.io/swshp/SWSH218_hires.png,0.44
sm7-43,Gorebyss,Pokémon,Stage 1,90,Water,,,Deflecting Splash,Grass,,sm7,Celestial Storm,Uncommon,368,https://images.pokemontcg.io/sm7/43_hires.png,
ecard2-144,Rainbow Energy,Energy,Special,,,,"Attach Rainbow Energy to 1 of your Pokémon. While in play, Rainbow Energy provides every type of Energy but provides only 1 Energy at a time. (Doesn't count as a basic Energy card when not in play.) When you attach this card from your hand to 1 of your Pokémon, put 1 damage counter on that Pokémon.",,,,ecard2,Aquapolis,Rare,,https://images.pokemontcg.io/ecard2/144_hires.png,
dp3-9,Gastrodon West Sea,Pokémon,Stage 1,100,Fighting,,,"Raging Flood, Wild Waves",Grass,"Colorless, Colorless, Colorless, Colorless",dp3,Secret Wonders,Rare Holo,423,https://images.pokemontcg.io/dp3/9_hires.png,7.18
sm8-18,Heracross,Pokémon,Basic,120,Grass,,,"Tackle, Powerful Friends",Fire,"Colorless, Colorless",sm8,Lost Thunder,Uncommon,214,https://images.pokemontcg.io/sm8/18_hires.png,
tk1a-8,Potion,Trainer,Item,,,,Remove 2 damage counters from 1 of your Pokémon (remove 1 damage counter if that Pokémon has only 1).,,,,tk1a,EX Trainer Kit Latias,,,https://images.pokemontcg.io/tk1a/8_hires.png,
sm115-31,Mewtwo-GX,Pokémon,"Basic, GX",180,Psychic,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Super Psy Bolt, Psycrush-GX",Psychic,"Colorless, Colorless",sm115,Hidden Fates,Rare Holo GX,150,https://images.pokemontcg.io/sm115/31_hires.png,2.21
sv3pt5-192,Zapdos ex,Pokémon,"Basic, ex",200,Lightning,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Multishot Lightning,Lightning,"Colorless, Colorless",sv3pt5,151,Ultra Rare,145,https://images.pokemontcg.io/sv3pt5/192_hires.png,10.45
swsh12pt5gg-GG09,Toxtricity,Pokémon,"Stage 1, Fusion Strike",120,Lightning,,,Head Bolt,Fighting,"Colorless, Colorless",swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,849,https://images.pokemontcg.io/swsh12pt5gg/GG09_hires.png,0.75
swshp-SWSH093,Arrokuda,Pokémon,Basic,60,Water,Barraskewda,,"Flock, Peck",Lightning,Colorless,swshp,SWSH Black Star Promos,Promo,846,https://images.pokemontcg.io/swshp/SWSH093_hires.png,0.14
swshp-SWSH217,Morpeko V-UNION,Pokémon,V-UNION,310,Lightning,,"How to play a Pokémon V-UNION: Once per game during your turn, combine 4 different Morpeko V-UNION from your discard pile and put them onto your Bench., V-UNION rule: When your Pokémon V-UNION is Knocked Out, your opponent takes 3 Prize cards.","Union Gain, All You Can Eat, Burst Wheel, Electric Ball",Fighting,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,877,https://images.pokemontcg.io/swshp/SWSH217_hires.png,0.48
swsh35-46,Nickit,Pokémon,Basic,70,Darkness,Thievul,,"Filch, Tail Smack",Grass,Colorless,swsh35,Champion's Path,Common,827,https://images.pokemontcg.io/swsh35/46_hires.png,
sm10-162,Chatot,Pokémon,Basic,70,Colorless,,,"Mimic, Tone-Deaf",Lightning,Colorless,sm10,Unbroken Bonds,Uncommon,441,https://images.pokemontcg.io/sm10/162_hires.png,
bw7-7,Scyther,Pokémon,Basic,70,Grass,Scizor,,"Slash, Sharp Scythe",Fire,Colorless,bw7,Boundaries Crossed,Common,123,https://images.pokemontcg.io/bw7/7_hires.png,
hgss1-22,Granbull,Pokémon,Stage 1,90,Colorless,,,"Timid Tackle, Chomp",Fighting,"Colorless, Colorless, Colorless",hgss1,HeartGold & SoulSilver,Rare,210,https://images.pokemontcg.io/hgss1/22_hires.png,
basep-27,Pikachu,Pokémon,Basic,30,Lightning,Raichu,,"Thundershock, Agility",Fighting,,basep,Wizards Black Star Promos,Promo,25,https://images.pokemontcg.io/basep/27_hires.png,
sv3pt5-188,Alakazam ex,Pokémon,"Stage 2, ex",310,Psychic,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Mind Jack, Dimensional Hand",Darkness,Colorless,sv3pt5,151,Ultra Rare,65,https://images.pokemontcg.io/sv3pt5/188_hires.png,10.03
swsh12pt5gg-GG08,Electivire,Pokémon,Stage 1,140,Lightning,,,"Explosive Bolt, High-Voltage Current",Fighting,"Colorless, Colorless, Colorless",swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,466,https://images.pokemontcg.io/swsh12pt5gg/GG08_hires.png,1.53
swshp-SWSH092,Charmander,Pokémon,Basic,70,Fire,Charmeleon,,"Collect, Flare",Water,Colorless,swshp,SWSH Black Star Promos,Promo,4,https://images.pokemontcg.io/swshp/SWSH092_hires.png,0.61
swshp-SWSH216,Morpeko V-UNION,Pokémon,V-UNION,310,Lightning,,"How to play a Pokémon V-UNION: Once per game during your turn, combine 4 different Morpeko V-UNION from your discard pile and put them onto your Bench., V-UNION rule: When your Pokémon V-UNION is Knocked Out, your opponent takes 3 Prize cards.","Union Gain, All You Can Eat, Burst Wheel, Electric Ball",Fighting,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,877,https://images.pokemontcg.io/swshp/SWSH216_hires.png,0.52
swsh2-38,Galarian Mr. Rime,Pokémon,Stage 1,110,Water,,,Triple Spin,Metal,Colorless,swsh2,Rebel Clash,Rare,866,https://images.pokemontcg.io/swsh2/38_hires.png,
smp-SM175,Eevee-GX,Pokémon,"Basic, GX",160,Colorless,"Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon","Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Boost Dash, Joy Maker-GX",Fighting,Colorless,smp,SM Black Star Promos,Promo,133,https://images.pokemontcg.io/smp/SM175_hires.png,11.41
ex11-8,Latias δ,Pokémon,Basic,70,"Lightning, Metal",,This Pokémon is both Lightning Metal type.,"Spiral Drain, Extra Crush",Colorless,Colorless,ex11,Delta Species,Rare Holo,380,https://images.pokemontcg.io/ex11/8_hires.png,39.43
xyp-XY133,Ash-Greninja-EX,Pokémon,"Basic, EX",170,Water,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Dancing Shuriken, Ninja Blade",Grass,Colorless,xyp,XY Black Star Promos,Promo,658,https://images.pokemontcg.io/xyp/XY133_hires.png,19.49
basep-17,Dark Persian,Pokémon,Stage 1,60,Colorless,,,"Tempt, Poison Claws",Fighting,,basep,Wizards Black Star Promos,Promo,53,https://images.pokemontcg.io/basep/17_hires.png,37.84
xy8-26,Braixen,Pokémon,Stage 1,80,Fire,Delphox,,Flamethrower,Water,Colorless,xy8,BREAKthrough,Uncommon,654,https://images.pokemontcg.io/xy8/26_hires.png,
sv3pt5-187,Wigglytuff ex,Pokémon,"Stage 1, ex",250,Colorless,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",Friend Tackle,Fighting,"Colorless, Colorless, Colorless",sv3pt5,151,Ultra Rare,40,https://images.pokemontcg.io/sv3pt5/187_hires.png,7.42
swsh12pt5gg-GG07,Keldeo,Pokémon,Basic,110,Water,,,"Smash Kick, Line Force",Lightning,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,647,https://images.pokemontcg.io/swsh12pt5gg/GG07_hires.png,2.43
swshp-SWSH091,Bronzong,Pokémon,Stage 1,110,Metal,,,Zen Headbutt,Fire,"Colorless, Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,437,https://images.pokemontcg.io/swshp/SWSH091_hires.png,2.76
swshp-SWSH215,Morpeko V-UNION,Pokémon,V-UNION,310,Lightning,,"How to play a Pokémon V-UNION: Once per game during your turn, combine 4 different Morpeko V-UNION from your discard pile and put them onto your Bench., V-UNION rule: When your Pokémon V-UNION is Knocked Out, your opponent takes 3 Prize cards.","Union Gain, All You Can Eat, Burst Wheel, Electric Ball",Fighting,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,877,https://images.pokemontcg.io/swshp/SWSH215_hires.png,0.53
dp7-35,Dusclops,Pokémon,Stage 1,80,Psychic,Dusknoir,,"Confuse Ray, Trick Room",Darkness,Colorless,dp7,Stormfront,Uncommon,356,https://images.pokemontcg.io/dp7/35_hires.png,
sm9-179,Nanu,Trainer,Supporter,,,,"Choose a Basic Darkness Pokémon in your discard pile. Switch it with 1 of your Pokémon in play. Any attached cards, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon., You may play only 1 Supporter card during your turn (before your attack).",,,,sm9,Team Up,Rare Ultra,,https://images.pokemontcg.io/sm9/179_hires.png,10.57
base5-6,Dark Dugtrio,Pokémon,Stage 1,50,Fighting,,,Knock Down,Grass,"Colorless, Colorless",base5,Team Rocket,Rare Holo,51,https://images.pokemontcg.io/base5/6_hires.png,
ecard1-12,Feraligatr,Pokémon,Stage 2,120,Water,,,Rending Jaws,Lightning,"Colorless, Colorless, Colorless",ecard1,Expedition Base Set,Rare Holo,160,https://images.pokemontcg.io/ecard1/12_hires.png,100.0
xy3-21,Cubchoo,Pokémon,Basic,70,Water,Beartic,,"Fury Swipes, Frost Breath",Metal,"Colorless, Colorless",xy3,Furious Fists,Common,613,https://images.pokemontcg.io/xy3/21_hires.png,
sv3pt5-185,Arbok ex,Pokémon,"Stage 1, ex",270,Darkness,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Bind Down, Menacing Fangs",Fighting,"Colorless, Colorless",sv3pt5,151,Ultra Rare,24,https://images.pokemontcg.io/sv3pt5/185_hires.png,8.18
swsh12pt5gg-GG06,Manaphy,Pokémon,Basic,70,Water,,,Rain Splash,Lightning,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,490,https://images.pokemontcg.io/swsh12pt5gg/GG06_hires.png,4.64
swshp-SWSH090,Houndoom,Pokémon,"Stage 1, Single Strike",130,Darkness,,,Darkness Fang,Grass,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,229,https://images.pokemontcg.io/swshp/SWSH090_hires.png,5.13
swshp-SWSH214,Lucario VSTAR,Pokémon,VSTAR,270,Fighting,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.","Fighting Knuckle, Aura Star",Psychic,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,448,https://images.pokemontcg.io/swshp/SWSH214_hires.png,0.83
xy7-44,Sableye,Pokémon,Basic,70,Darkness,,,"Bewitching Eyes, Furtive Drop",,Colorless,xy7,Ancient Origins,Uncommon,302,https://images.pokemontcg.io/xy7/44_hires.png,
ecard1-164,Psychic Energy,Energy,Basic,,,,,,,,ecard1,Expedition Base Set,,,https://images.pokemontcg.io/ecard1/164_hires.png,
pl2-2,Bastiodon GL,Pokémon,"Basic, SP",90,Metal,,,"Bounce Back, Smack Attack",Fire,"Colorless, Colorless, Colorless",pl2,Rising Rivals,Rare Holo,411,https://images.pokemontcg.io/pl2/2_hires.png,3.93
ex6-15,Snorlax,Pokémon,Basic,90,Colorless,,,"Collapse, Toss and Turn",Fighting,"Colorless, Colorless, Colorless",ex6,FireRed & LeafGreen,Rare Holo,143,https://images.pokemontcg.io/ex6/15_hires.png,32.43
ex12-32,Electrode,Pokémon,Stage 1,70,Lightning,,,"Supersonic, Tumbling Attack",Fighting,,ex12,Legend Maker,Uncommon,101,https://images.pokemontcg.io/ex12/32_hires.png,
sv3pt5-180,Omanyte,Pokémon,Stage 1,100,Water,Omastar,,Tentacular Return,Lightning,"Colorless, Colorless",sv3pt5,151,Illustration Rare,138,https://images.pokemontcg.io/sv3pt5/180_hires.png,6.07
swsh12pt5gg-GG05,Lapras,Pokémon,Basic,130,Water,,,Raging Freeze,Lightning,"Colorless, Colorless",swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,131,https://images.pokemontcg.io/swsh12pt5gg/GG05_hires.png,3.87
swshp-SWSH089,Octillery,Pokémon,"Stage 1, Rapid Strike",110,Water,,,Waterfall,Lightning,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,224,https://images.pokemontcg.io/swshp/SWSH089_hires.png,3.67
swshp-SWSH213,Lucario V,Pokémon,"Basic, V",210,Fighting,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Crushing Punch, Cyclone Kick",Psychic,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,448,https://images.pokemontcg.io/swshp/SWSH213_hires.png,0.82
bw4-48,Zebstrika,Pokémon,Stage 1,90,Lightning,,,"Disconnect, Lightning Crash",Fighting,,bw4,Next Destinies,Rare,523,https://images.pokemontcg.io/bw4/48_hires.png,
swsh4-165,Wash Water Energy,Energy,Special,,,,"As long as this card is attached to a Pokémon, it provides Water Energy., Prevent all effects of attacks from your opponent's Pokémon done to the Water Pokémon this card is attached to. (Existing effects are not removed. Damage is not an effect.)",,,,swsh4,Vivid Voltage,Uncommon,,https://images.pokemontcg.io/swsh4/165_hires.png,
xy7-7,Sceptile-EX,Pokémon,"Basic, EX",170,Grass,M Sceptile-EX,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Sleep Poison, Unseen Claw",Fire,Colorless,xy7,Ancient Origins,Rare Holo EX,254,https://images.pokemontcg.io/xy7/7_hires.png,2.66
sm5-22,Monferno,Pokémon,Stage 1,80,Fire,Infernape,,Super Singe,Water,Colorless,sm5,Ultra Prism,Uncommon,391,https://images.pokemontcg.io/sm5/22_hires.png,
sm8-29,Nincada,Pokémon,Basic,40,Grass,Ninjask,,Fury Swipes,Fire,Colorless,sm8,Lost Thunder,Common,290,https://images.pokemontcg.io/sm8/29_hires.png,
sv3pt5-179,Mr. Mime,Pokémon,Basic,90,Psychic,,,Psypower,Darkness,Colorless,sv3pt5,151,Illustration Rare,122,https://images.pokemontcg.io/sv3pt5/179_hires.png,3.87
swsh12pt5gg-GG04,Oricorio,Pokémon,"Basic, Fusion Strike",90,Fire,,,Glistening Droplets,Water,Colorless,swsh12pt5gg,Crown Zenith Galarian Gallery,Trainer Gallery Rare Holo,741,https://images.pokemontcg.io/swsh12pt5gg/GG04_hires.png,0.54
swshp-SWSH088,Cherrim,Pokémon,Stage 1,80,Grass,,,Seed Bomb,Fire,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,421,https://images.pokemontcg.io/swshp/SWSH088_hires.png,6.63
swshp-SWSH204,Arceus V,Pokémon,"Basic, V",220,Colorless,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Trinity Charge, Power Edge",Fighting,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,493,https://images.pokemontcg.io/swshp/SWSH204_hires.png,5.97
xy12-37,Magnemite,Pokémon,Basic,50,Lightning,Magneton,,"Thunder Wave, Self-Destruct",Fighting,Colorless,xy12,Evolutions,Common,81,https://images.pokemontcg.io/xy12/37_hires.png,
swsh3-160,Cape of Toughness,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., The Basic Pokémon this card is attached to gets +50 HP, except Pokémon-GX., You may play any number of Item cards during your turn.",,,,swsh3,Darkness Ablaze,Uncommon,,https://images.pokemontcg.io/swsh3/160_hires.png,
